Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2014,197869,Appalachian State University,NC,1,,1,NCAA,7125,8113,15238,7,Football,110,,,,110,0,8484,933229,0,0,933229,,,,,,5947165,,5947165,,,,5947165,0,5947165,5947165,,5947165,,,,5947165,0,5947165
2014,104151,Arizona State University-Tempe,AZ,1,,1,NCAA,20019,15751,35770,7,Football,121,,,,121,0,62414,7552151,0,0,7552151,,,,,,49016140,,49016140,,,,49016140,0,49016140,28083384,,28083384,,,,28083384,0,28083384
2014,106458,Arkansas State University-Main Campus,AR,1,,1,NCAA,3251,4151,7402,7,Football,122,,,,122,0,12811,1562898,0,0,1562898,,,,,,6501109,,6501109,,,,6501109,0,6501109,6501109,,6501109,,,,6501109,0,6501109
2014,100858,Auburn University,AL,1,,1,NCAA,9357,9389,18746,7,Football,122,,,,122,0,35648,4349056,0,0,4349056,,,,,,86742256,,86742256,,,,86742256,0,86742256,40077352,,40077352,,,,40077352,0,40077352
2014,150136,Ball State University,IN,1,,1,NCAA,6234,8679,14913,7,Football,119,,,,119,0,13666,1626207,0,0,1626207,,,,,,7061205,,7061205,,,,7061205,0,7061205,7061205,,7061205,,,,7061205,0,7061205
2014,223232,Baylor University,TX,1,,1,NCAA,5685,7892,13577,7,Football,113,,,,113,0,46448,5248575,0,0,5248575,,,,,,35575376,,35575376,,,,35575376,0,35575376,28433715,,28433715,,,,28433715,0,28433715
2014,142115,Boise State University,ID,1,,1,NCAA,5893,6231,12124,7,Football,107,,,,107,0,26426,2827603,0,0,2827603,,,,,,20206989,,20206989,,,,20206989,0,20206989,8839739,,8839739,,,,8839739,0,8839739
2014,164924,Boston College,MA,1,,1,NCAA,4313,5032,9345,7,Football,93,,,,93,0,53910,5013592,0,0,5013592,,,,,,27232643,,27232643,,,,27232643,0,27232643,21853965,,21853965,,,,21853965,0,21853965
2014,201441,Bowling Green State University-Main Campus,OH,1,,1,NCAA,5572,7329,12901,7,Football,104,,,,104,0,12741,1325101,0,0,1325101,,,,,,6574521,,6574521,,,,6574521,0,6574521,6574467,,6574467,,,,6574467,0,6574467
2014,230038,Brigham Young University-Provo,UT,1,,1,NCAA,13309,11190,24499,7,Football,128,,,,128,0,22258,2849014,0,0,2849014,,,,,,19902453,,19902453,,,,19902453,0,19902453,14634364,,14634364,,,,14634364,0,14634364
2014,110556,California State University-Fresno,CA,1,,1,NCAA,7401,10317,17718,7,Football,112,,,,112,0,27488,3078693,0,0,3078693,,,,,,13552228,,13552228,,,,13552228,0,13552228,10980347,,10980347,,,,10980347,0,10980347
2014,169248,Central Michigan University,MI,1,,1,NCAA,7904,9956,17860,7,Football,115,,,,115,0,15079,1734074,0,0,1734074,,,,,,6971102,,6971102,,,,6971102,0,6971102,6971102,,6971102,,,,6971102,0,6971102
2014,217882,Clemson University,SC,1,,1,NCAA,8787,7742,16529,7,Football,115,,,,115,0,40264,4630343,0,0,4630343,,,,,,43959747,,43959747,,,,43959747,0,43959747,24191774,,24191774,,,,24191774,0,24191774
2014,126818,Colorado State University-Fort Collins,CO,1,,1,NCAA,9571,10561,20132,7,Football,116,,,,116,0,26006,3016695,0,0,3016695,,,,,,13002269,,13002269,,,,13002269,0,13002269,13002269,,13002269,,,,13002269,0,13002269
2014,198419,Duke University,NC,1,,1,NCAA,3257,3214,6471,7,Football,114,,,,114,0,29762,3392912,0,0,3392912,,,,,,32407399,,32407399,,,,32407399,0,32407399,22915934,,22915934,,,,22915934,0,22915934
2014,198464,East Carolina University,NC,1,,1,NCAA,7862,10934,18796,7,Football,126,,,,126,0,28388,3576933,0,0,3576933,,,,,,12299240,,12299240,,,,12299240,0,12299240,11355294,,11355294,,,,11355294,0,11355294
2014,169798,Eastern Michigan University,MI,1,,1,NCAA,5288,7650,12938,7,Football,107,,,,107,0,8764,937703,0,0,937703,,,,,,6291437,,6291437,,,,6291437,0,6291437,6259439,,6259439,,,,6259439,0,6259439
2014,133669,Florida Atlantic University,FL,1,,1,NCAA,6783,8395,15178,7,Football,115,,,,115,0,15948,1834045,0,0,1834045,,,,,,7659353,,7659353,,,,7659353,0,7659353,7628818,,7628818,,,,7628818,0,7628818
2014,133951,Florida International University,FL,1,,1,NCAA,11095,14245,25340,7,Football,101,,,,101,0,15487,1564204,0,0,1564204,,,,,,9157416,,9157416,,,,9157416,0,9157416,9157416,,9157416,,,,9157416,0,9157416
2014,134097,Florida State University,FL,1,,1,NCAA,12722,16211,28933,7,Football,120,,,,120,0,89909,10789051,0,0,10789051,,,,,,70321194,,70321194,,,,70321194,0,70321194,31299768,,31299768,,,,31299768,0,31299768
2014,139755,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8634,4516,13150,7,Football,116,,,,116,0,39777,4614135,0,0,4614135,,,,,,41124340,,41124340,,,,41124340,0,41124340,19682945,,19682945,,,,19682945,0,19682945
2014,139931,Georgia Southern University,GA,1,,1,NCAA,7891,7902,15793,7,Football,135,,,,135,0,6808,919084,0,0,919084,,,,,,4777968,,4777968,,,,4777968,0,4777968,4777968,,4777968,,,,4777968,0,4777968
2014,139940,Georgia State University,GA,1,,1,NCAA,7709,11130,18839,7,Football,125,,,,125,0,19332,2416441,0,0,2416441,,,,,,6664116,,6664116,,,,6664116,0,6664116,6664116,,6664116,,,,6664116,0,6664116
2014,151351,Indiana University-Bloomington,IN,1,,1,NCAA,15523,15638,31161,7,Football,136,,,,136,0,18362,2497266,0,0,2497266,,,,,,27508477,,27508477,,,,27508477,0,27508477,18010927,,18010927,,,,18010927,0,18010927
2014,153603,Iowa State University,IA,1,,1,NCAA,15275,11924,27199,7,Football,126,,,,126,0,23891,3010211,0,0,3010211,,,,,,33074046,,33074046,,,,33074046,0,33074046,15420583,,15420583,,,,15420583,0,15420583
2014,155399,Kansas State University,KS,1,,1,NCAA,9387,8569,17956,7,Football,128,,,,128,0,23909,3060364,0,0,3060364,,,,,,34725916,,34725916,,,,34725916,0,34725916,16967110,,16967110,,,,16967110,0,16967110
2014,203517,Kent State University at Kent,OH,1,,1,NCAA,7555,10984,18539,7,Football,106,,,,106,0,9684,1026554,0,0,1026554,,,,,,5652301,,5652301,,,,5652301,0,5652301,5497223,,5497223,,,,5497223,0,5497223
2014,159391,Louisiana State University and Agricultural & Mechanical College,LA,1,,1,NCAA,11164,11925,23089,7,Football,120,,,,120,0,30877,3705213,0,0,3705213,,,,,,86312831,,86312831,,,,86312831,0,86312831,28639663,,28639663,,,,28639663,0,28639663
2014,159647,Louisiana Tech University,LA,1,,1,NCAA,3753,2803,6556,7,Football,100,,,,100,0,22132,2213208,0,0,2213208,,,,,,7473142,,7473142,,,,7473142,0,7473142,7341453,,7341453,,,,7341453,0,7341453
2014,237525,Marshall University,WV,1,,1,NCAA,3535,4517,8052,7,Football,106,,,,106,0,16001,1696113,0,0,1696113,,,,,,9038549,,9038549,,,,9038549,0,9038549,7912066,,7912066,,,,7912066,0,7912066
2014,204024,Miami University-Oxford,OH,1,,1,NCAA,7367,7662,15029,7,Football,115,,,,115,0,11009,1266004,0,0,1266004,,,,,,8172656,,8172656,,,,8172656,0,8172656,8172654,,8172654,,,,8172654,0,8172654
2014,171100,Michigan State University,MI,1,,1,NCAA,17257,17781,35038,7,Football,115,,,,115,0,54950,6319252,0,0,6319252,,,,,,59227831,,59227831,,,,59227831,0,59227831,27694367,,27694367,,,,27694367,0,27694367
2014,220978,Middle Tennessee State University,TN,1,,1,NCAA,7662,8909,16571,7,Football,142,,,,142,0,13889,1972219,0,0,1972219,,,,,,9054880,,9054880,,,,9054880,0,9054880,9054880,,9054880,,,,9054880,0,9054880
2014,176080,Mississippi State University,MS,1,,1,NCAA,7477,7084,14561,7,Football,109,,,,109,0,23051,2512581,0,0,2512581,,,,,,31308423,,31308423,,,,31308423,0,31308423,17213521,,17213521,,,,17213521,0,17213521
2014,188030,New Mexico State University-Main Campus,NM,1,,1,NCAA,4989,5581,10570,7,Football,117,,,,117,0,17822,2085145,0,0,2085145,,,,,,6375298,,6375298,,,,6375298,0,6375298,6375298,,6375298,,,,6375298,0,6375298
2014,199157,North Carolina Central University,NC,2,,1,NCAA,1685,3234,4919,7,Football,125,,,,125,0,4145,518071,0,0,518071,,,,,,3397443,,3397443,,,,3397443,0,3397443,3397443,,3397443,,,,3397443,0,3397443
2014,199193,North Carolina State University at Raleigh,NC,1,,1,NCAA,11825,9458,21283,7,Football,115,,,,115,0,13582,1561961,0,0,1561961,,,,,,39999142,,39999142,,,,39999142,0,39999142,17833208,,17833208,,,,17833208,0,17833208
2014,147703,Northern Illinois University,IL,1,,1,NCAA,6837,6630,13467,7,Football,113,,,,113,0,15645,1767843,0,0,1767843,,,,,,8268043,,8268043,,,,8268043,0,8268043,8268043,,8268043,,,,8268043,0,8268043
2014,147767,Northwestern University,IL,1,,1,NCAA,4136,4221,8357,7,Football,110,,,,110,0,24976,2747342,0,0,2747342,,,,,,31664655,,31664655,,,,31664655,0,31664655,20884258,,20884258,,,,20884258,0,20884258
2014,204796,Ohio State University-Main Campus,OH,1,,1,NCAA,21128,19324,40452,7,Football,118,,,,118,0,86065,10155684,0,0,10155684,,,,,,83547428,,83547428,,,,83547428,0,83547428,32588493,,32588493,,,,32588493,0,32588493
2014,204857,Ohio University-Main Campus,OH,1,,1,NCAA,8145,8841,16986,7,Football,120,,,,120,0,7213,865609,0,0,865609,,,,,,8011239,,8011239,,,,8011239,0,8011239,7745655,,7745655,,,,7745655,0,7745655
2014,207388,Oklahoma State University-Main Campus,OK,1,,1,NCAA,9190,8931,18121,7,Football,135,,,,135,0,25295,3414866,0,0,3414866,,,,,,43778793,,43778793,,,,43778793,0,43778793,19523281,,19523281,,,,19523281,0,19523281
2014,232982,Old Dominion University,VA,2,,1,NCAA,7100,8114,15214,7,Football,125,,,,125,0,16840,2105030,0,0,2105030,,,,,,8709737,,8709737,,,,8709737,0,8709737,8709737,,8709737,,,,8709737,0,8709737
2014,209542,Oregon State University,OR,1,,1,NCAA,9694,8308,18002,7,Football,105,,,,105,0,20076,2107942,0,0,2107942,,,,,,30916950,,30916950,,,,30916950,0,30916950,14690714,,14690714,,,,14690714,0,14690714
2014,214777,Pennsylvania State University-Main Campus,PA,1,,1,NCAA,20898,18179,39077,7,Football,115,,,,115,0,83665,9621531,0,0,9621531,,,,,,71305219,,71305219,,,,71305219,0,71305219,35146623,,35146623,,,,35146623,0,35146623
2014,243780,Purdue University-Main Campus,IN,1,,1,NCAA,16449,11933,28382,7,Football,105,,,,105,0,32725,3436142,0,0,3436142,,,,,,17073335,,17073335,,,,17073335,0,17073335,15598196,,15598196,,,,15598196,0,15598196
2014,227757,Rice University,TX,1,,1,NCAA,1997,1846,3843,7,Football,111,,,,111,0,23646,2624662,0,0,2624662,,,,,,13010450,,13010450,,,,13010450,0,13010450,13010445,,13010445,,,,13010445,0,13010445
2014,186380,Rutgers University-New Brunswick,NJ,1,,1,NCAA,16176,16096,32272,7,Football,111,,,,111,0,45789,5082634,0,0,5082634,,,,,,26903695,,26903695,,,,26903695,0,26903695,20158193,,20158193,,,,20158193,0,20158193
2014,122409,San Diego State University,CA,1,,1,NCAA,11184,13688,24872,7,Football,127,,,,127,0,22979,2918358,0,0,2918358,,,,,,12459848,,12459848,,,,12459848,0,12459848,13364530,,13364530,,,,13364530,0,13364530
2014,122755,San Jose State University,CA,1,,1,NCAA,10908,10370,21278,7,Football,108,,,,108,0,17876,1930613,0,0,1930613,,,,,,6490966,,6490966,,,,6490966,0,6490966,6490966,,6490966,,,,6490966,0,6490966
2014,228246,Southern Methodist University,TX,1,,1,NCAA,3055,3134,6189,7,Football,111,,,,111,0,13300,1476350,0,0,1476350,,,,,,16448366,,16448366,,,,16448366,0,16448366,16448366,,16448366,,,,16448366,0,16448366
2014,243744,Stanford University,CA,1,,1,NCAA,3704,3314,7018,7,Football,113,,,,113,0,25969,2934534,0,0,2934534,,,,,,37519312,,37519312,,,,37519312,0,37519312,19912411,,19912411,,,,19912411,0,19912411
2014,196413,Syracuse University,NY,1,,1,NCAA,6394,7835,14229,7,Football,114,,,,114,0,23803,2713537,0,0,2713537,,,,,,41877234,,41877234,,,,41877234,0,41877234,19809300,,19809300,,,,19809300,0,19809300
2014,216339,Temple University,PA,1,,1,NCAA,12041,12746,24787,7,Football,124,,,,124,0,25402,3149852,0,0,3149852,,,,,,14247503,,14247503,,,,14247503,0,14247503,14247503,,14247503,,,,14247503,0,14247503
2014,228723,Texas A & M University-College Station,TX,1,,1,NCAA,21510,20507,42017,7,Football,119,,,,119,0,30930,3680669,0,0,3680669,,,,,,62199166,,62199166,,,,62199166,0,62199166,25670784,,25670784,,,,25670784,0,25670784
2014,228875,Texas Christian University,TX,1,,1,NCAA,3317,5009,8326,7,Football,127,,,,127,0,54757,6954177,0,0,6954177,,,,,,41259536,,41259536,,,,41259536,0,41259536,33751213,,33751213,,,,33751213,0,33751213
2014,228459,Texas State University,TX,1,,1,NCAA,11340,14894,26234,7,Football,120,,,,120,0,16227,1947235,0,0,1947235,,,,,,6320336,,6320336,,,,6320336,0,6320336,6320336,,6320336,,,,6320336,0,6320336
2014,229115,Texas Tech University,TX,1,,1,NCAA,14035,11496,25531,7,Football,127,,,,127,0,28100,3568666,0,0,3568666,,,,,,39266665,,39266665,,,,39266665,0,39266665,20955929,,20955929,,,,20955929,0,20955929
2014,100751,The University of Alabama,AL,1,,1,NCAA,12590,14741,27331,7,Football,130,,,,130,0,61128,7946626,0,0,7946626,,,,,,97023963,,97023963,,,,97023963,0,97023963,51044292,,51044292,,,,51044292,0,51044292
2014,221759,The University of Tennessee-Knoxville,TN,1,,1,NCAA,10136,10042,20178,7,Football,135,,,,135,0,29292,3954428,0,0,3954428,,,,,,94377857,,94377857,,,,94377857,0,94377857,24511032,,24511032,,,,24511032,0,24511032
2014,228778,The University of Texas at Austin,TX,1,,1,NCAA,17167,18905,36072,7,Football,126,,,,126,0,50184,6323198,0,0,6323198,,,,,,121382436,,121382436,,,,121382436,0,121382436,29814804,,29814804,,,,29814804,0,29814804
2014,228796,The University of Texas at El Paso,TX,1,,1,NCAA,6156,6846,13002,7,Football,108,,,,108,0,23324,2518979,0,0,2518979,,,,,,11636472,,11636472,,,,11636472,0,11636472,9205444,,9205444,,,,9205444,0,9205444
2014,229027,The University of Texas at San Antonio,TX,1,,1,NCAA,10222,9864,20086,7,Football,117,,,,117,0,23423,2740461,0,0,2740461,,,,,,8564222,,8564222,,,,8564222,0,8564222,8564222,,8564222,,,,8564222,0,8564222
2014,102368,Troy University,AL,1,,1,NCAA,3463,5551,9014,7,Football,147,,,,147,0,7182,1055753,0,0,1055753,,,,,,6962876,,6962876,,,,6962876,0,6962876,6962876,,6962876,,,,6962876,0,6962876
2014,160755,Tulane University of Louisiana,LA,1,,1,NCAA,2648,3566,6214,7,Football,114,,,,114,0,11356,1294556,0,0,1294556,,,,,,8980759,,8980759,,,,8980759,0,8980759,11293759,,11293759,,,,11293759,0,11293759
2014,196088,University at Buffalo,NY,1,,1,NCAA,9949,8042,17991,7,Football,107,,,,107,0,11233,1201975,0,0,1201975,,,,,,7259746,,7259746,,,,7259746,0,7259746,7259746,,7259746,,,,7259746,0,7259746
2014,200800,University of Akron Main Campus,OH,1,,1,NCAA,8056,7022,15078,7,Football,105,,,,105,0,8577,900581,0,0,900581,,,,,,7155103,,7155103,,,,7155103,0,7155103,7155103,,7155103,,,,7155103,0,7155103
2014,100663,University of Alabama at Birmingham,AL,1,,1,NCAA,3541,4875,8416,7,Football,135,,,,135,0,6350,857251,0,0,857251,,,,,,6933407,,6933407,,,,6933407,0,6933407,6856361,,6856361,,,,6856361,0,6856361
2014,104179,University of Arizona,AZ,1,,1,NCAA,13949,15393,29342,7,Football,125,,,,125,0,45090,5636229,0,0,5636229,,,,,,23115960,,23115960,,,,23115960,0,23115960,20422820,,20422820,,,,20422820,0,20422820
2014,106397,University of Arkansas,AR,1,,1,NCAA,9078,9951,19029,7,Football,120,,,,120,0,45270,5432353,0,0,5432353,,,,,,66179978,,66179978,,,,66179978,0,66179978,30795322,,30795322,,,,30795322,0,30795322
2014,110635,University of California-Berkeley,CA,1,,1,NCAA,12598,13722,26320,7,Football,134,,,,134,0,39351,5273040,0,0,5273040,,,,,,43651316,,43651316,,,,43651316,0,43651316,21802870,,21802870,,,,21802870,0,21802870
2014,110662,University of California-Los Angeles,CA,1,,1,NCAA,12793,16234,29027,7,Football,123,,,,123,0,65451,8050416,0,0,8050416,,,,,,44727001,,44727001,,,,44727001,0,44727001,26858792,,26858792,,,,26858792,0,26858792
2014,132903,University of Central Florida,FL,1,,1,NCAA,16542,19831,36373,7,Football,125,,,,125,0,32809,4101139,0,0,4101139,,,,,,23626498,,23626498,,,,23626498,0,23626498,18051303,,18051303,,,,18051303,0,18051303
2014,201885,University of Cincinnati-Main Campus,OH,1,,1,NCAA,10824,9754,20578,7,Football,112,,,,112,0,28484,3190182,0,0,3190182,,,,,,13821277,,13821277,,,,13821277,0,13821277,13821277,,13821277,,,,13821277,0,13821277
2014,126614,University of Colorado Boulder,CO,1,,1,NCAA,13399,10749,24148,7,Football,112,,,,112,0,35962,4027733,0,0,4027733,,,,,,28313259,,28313259,,,,28313259,0,28313259,17039193,,17039193,,,,17039193,0,17039193
2014,129020,University of Connecticut,CT,1,,1,NCAA,8785,8739,17524,7,Football,99,,,,99,0,43331,4289724,0,0,4289724,,,,,,8308332,,8308332,,,,8308332,0,8308332,14225947,,14225947,,,,14225947,0,14225947
2014,134130,University of Florida,FL,1,,1,NCAA,13066,16511,29577,7,Football,109,,,,109,0,72982,7955037,0,0,7955037,,,,,,74720732,,74720732,,,,74720732,0,74720732,37473203,,37473203,,,,37473203,0,37473203
2014,139959,University of Georgia,GA,1,,1,NCAA,10664,14595,25259,7,Football,122,,,,122,0,48783,5951527,0,0,5951527,,,,,,86719115,,86719115,,,,86719115,0,86719115,26154335,,26154335,,,,26154335,0,26154335
2014,141574,University of Hawaii at Manoa,HI,1,,1,NCAA,5128,6351,11479,7,Football,110,,,,110,0,24241,2666488,0,0,2666488,,,,,,10716179,,10716179,,,,10716179,0,10716179,10716179,,10716179,,,,10716179,0,10716179
2014,225511,University of Houston,TX,1,,1,NCAA,11754,11841,23595,7,Football,110,,,,110,0,21947,2414124,0,0,2414124,,,,,,11306212,,11306212,,,,11306212,0,11306212,11306212,,11306212,,,,11306212,0,11306212
2014,142285,University of Idaho,ID,1,,1,NCAA,4100,3507,7607,7,Football,101,,,,101,0,18088,1826838,0,0,1826838,,,,,,6204214,,6204214,,,,6204214,0,6204214,6123773,,6123773,,,,6123773,0,6123773
2014,145637,University of Illinois at Urbana-Champaign,IL,1,,1,NCAA,17486,13826,31312,7,Football,110,,,,110,0,25716,2828708,0,0,2828708,,,,,,30819615,,30819615,,,,30819615,0,30819615,18336909,,18336909,,,,18336909,0,18336909
2014,153658,University of Iowa,IA,1,,1,NCAA,9301,10074,19375,7,Football,121,,,,121,0,39883,4825833,0,0,4825833,,,,,,52354781,,52354781,,,,52354781,0,52354781,25482299,,25482299,,,,25482299,0,25482299
2014,155317,University of Kansas,KS,1,,1,NCAA,8511,8484,16995,7,Football,91,,,,91,0,31326,2850656,0,0,2850656,,,,,,25986541,,25986541,,,,25986541,0,25986541,20793566,,20793566,,,,20793566,0,20793566
2014,157085,University of Kentucky,KY,1,,1,NCAA,9771,10742,20513,7,Football,129,,,,129,0,17696,2282744,0,0,2282744,,,,,,35495890,,35495890,,,,35495890,0,35495890,19033843,,19033843,,,,19033843,0,19033843
2014,160658,University of Louisiana at Lafayette,LA,1,,1,NCAA,5761,6726,12487,7,Football,128,,,,128,0,18833,2410680,0,0,2410680,,,,,,7953169,,7953169,,,,7953169,0,7953169,7953169,,7953169,,,,7953169,0,7953169
2014,159993,University of Louisiana at Monroe,LA,1,,1,NCAA,1721,3121,4842,7,Football,97,,,,97,0,10879,1055269,0,0,1055269,,,,,,4071730,,4071730,,,,4071730,0,4071730,4071730,,4071730,,,,4071730,0,4071730
2014,157289,University of Louisville,KY,1,,1,NCAA,5936,6428,12364,7,Football,122,,,,122,0,32330,3944304,0,0,3944304,,,,,,36383759,,36383759,,,,36383759,0,36383759,18654530,,18654530,,,,18654530,0,18654530
2014,163286,University of Maryland-College Park,MD,1,,1,NCAA,13210,11698,24908,7,Football,107,,,,107,0,26786,2866106,0,0,2866106,,,,,,30891641,,30891641,,,,30891641,0,30891641,16151389,,16151389,,,,16151389,0,16151389
2014,166629,University of Massachusetts-Amherst,MA,1,,1,NCAA,10661,9890,20551,7,Football,110,,,,110,0,13448,1479275,0,0,1479275,,,,,,7027529,,7027529,,,,7027529,0,7027529,7027529,,7027529,,,,7027529,0,7027529
2014,220862,University of Memphis,TN,1,,1,NCAA,5070,7253,12323,7,Football,117,,,,117,0,16987,1987502,0,0,1987502,,,,,,13376999,,13376999,,,,13376999,0,13376999,13376999,,13376999,,,,13376999,0,13376999
2014,135726,University of Miami,FL,1,,1,NCAA,5058,5238,10296,7,Football,111,,,,111,0,57899,6426835,0,0,6426835,,,,,,38985460,,38985460,,,,38985460,0,38985460,26894656,,26894656,,,,26894656,0,26894656
2014,170976,University of Michigan-Ann Arbor,MI,1,,1,NCAA,13789,13508,27297,7,Football,117,,,,117,0,37768,4418872,0,0,4418872,,,,,,88251525,,88251525,,,,88251525,0,88251525,31880547,,31880547,,,,31880547,0,31880547
2014,174066,University of Minnesota-Twin Cities,MN,1,,1,NCAA,13661,14282,27943,7,Football,126,,,,126,0,39300,4951745,0,0,4951745,,,,,,35772983,,35772983,,,,35772983,0,35772983,26292215,,26292215,,,,26292215,0,26292215
2014,176017,University of Mississippi,MS,1,,1,NCAA,7231,9187,16418,7,Football,123,,,,123,0,38458,4730304,0,0,4730304,,,,,,53399653,,53399653,,,,53399653,0,53399653,25164361,,25164361,,,,25164361,0,25164361
2014,178396,University of Missouri-Columbia,MO,1,,1,NCAA,12298,13455,25753,7,Football,127,,,,127,0,44806,5690424,0,0,5690424,,,,,,37892973,,37892973,,,,37892973,0,37892973,23318033,,23318033,,,,23318033,0,23318033
2014,181464,University of Nebraska-Lincoln,NE,1,,1,NCAA,9887,8773,18660,7,Football,138,,,,138,0,48611,6708264,0,0,6708264,,,,,,60621628,,60621628,,,,60621628,0,60621628,29179492,,29179492,,,,29179492,0,29179492
2014,182281,University of Nevada-Las Vegas,NV,1,,1,NCAA,7616,9724,17340,7,Football,108,,,,108,0,13493,1457226,0,0,1457226,,,,,,8954365,,8954365,,,,8954365,0,8954365,8954365,,8954365,,,,8954365,0,8954365
2014,182290,University of Nevada-Reno,NV,1,,1,NCAA,6514,7342,13856,7,Football,114,,,,114,0,18912,2155938,0,0,2155938,,,,,,8252434,,8252434,,,,8252434,0,8252434,7087956,,7087956,,,,7087956,0,7087956
2014,187985,University of New Mexico-Main Campus,NM,1,,1,NCAA,7320,8801,16121,7,Football,116,,,,116,0,16827,1951948,0,0,1951948,,,,,,7677165,,7677165,,,,7677165,0,7677165,7677165,,7677165,,,,7677165,0,7677165
2014,199120,University of North Carolina at Chapel Hill,NC,1,,1,NCAA,7352,10174,17526,7,Football,129,,,,129,0,30135,3887361,0,0,3887361,,,,,,36050976,,36050976,,,,36050976,0,36050976,21741635,,21741635,,,,21741635,0,21741635
2014,199139,University of North Carolina at Charlotte,NC,2,,1,NCAA,9971,9011,18982,7,Football,104,,,,104,0,9229,959805,0,0,959805,,,,,,5834689,,5834689,,,,5834689,0,5834689,5834689,,5834689,,,,5834689,0,5834689
2014,227216,University of North Texas,TX,1,,1,NCAA,11241,12521,23762,7,Football,103,,,,103,0,16160,1664496,0,0,1664496,,,,,,8348300,,8348300,,,,8348300,0,8348300,5112509,,5112509,,,,5112509,0,5112509
2014,152080,University of Notre Dame,IN,1,,1,NCAA,4392,4018,8410,7,Football,109,,,,109,0,66532,7252022,0,0,7252022,,,,,,86125989,,86125989,,,,86125989,0,86125989,31872250,,31872250,,,,31872250,0,31872250
2014,207500,University of Oklahoma-Norman Campus,OK,1,,1,NCAA,9019,8692,17711,7,Football,117,,,,117,0,50584,5918354,0,0,5918354,,,,,,78737409,,78737409,,,,78737409,0,78737409,30316609,,30316609,,,,30316609,0,30316609
2014,209551,University of Oregon,OR,1,,1,NCAA,8838,9816,18654,7,Football,110,,,,110,0,36252,3987730,0,0,3987730,,,,,,60956894,,60956894,,,,60956894,0,60956894,20679336,,20679336,,,,20679336,0,20679336
2014,215293,University of Pittsburgh-Pittsburgh Campus,PA,1,,1,NCAA,8698,8929,17627,7,Football,108,,,,108,0,49955,5395162,0,0,5395162,,,,,,34089376,,34089376,,,,34089376,0,34089376,22314576,,22314576,,,,22314576,0,22314576
2014,102094,University of South Alabama,AL,1,,1,NCAA,4052,5027,9079,7,Football,133,,,,133,0,12211,1624028,0,0,1624028,,,,,,8548788,,8548788,,,,8548788,0,8548788,8382537,,8382537,,,,8382537,0,8382537
2014,218663,University of South Carolina-Columbia,SC,1,,1,NCAA,10411,12541,22952,7,Football,110,,,,110,0,27182,2990022,0,0,2990022,,,,,,59768622,,59768622,,,,59768622,0,59768622,31357215,,31357215,,,,31357215,0,31357215
2014,137351,University of South Florida-Main Campus,FL,1,,1,NCAA,10469,12965,23434,7,Football,115,,,,115,0,23259,2674801,0,0,2674801,,,,,,10694740,,10694740,,,,10694740,0,10694740,12016829,,12016829,,,,12016829,0,12016829
2014,123961,University of Southern California,CA,1,,1,NCAA,8821,9077,17898,7,Football,112,,,,112,0,91554,10254029,0,0,10254029,,,,,,45886944,,45886944,,,,45886944,0,45886944,30575240,,30575240,,,,30575240,0,30575240
2014,176372,University of Southern Mississippi,MS,1,,1,NCAA,3776,6800,10576,7,Football,120,,,,120,0,9516,1141974,0,0,1141974,,,,,,7631061,,7631061,,,,7631061,0,7631061,7631061,,7631061,,,,7631061,0,7631061
2014,206084,University of Toledo,OH,1,,1,NCAA,6533,6166,12699,7,Football,105,,,,105,0,19589,2056878,0,0,2056878,,,,,,8171693,,8171693,,,,8171693,0,8171693,8171693,,8171693,,,,8171693,0,8171693
2014,207971,University of Tulsa,OK,1,,1,NCAA,1941,1400,3341,7,Football,126,,,,126,0,11588,1460086,0,0,1460086,,,,,,15108680,,15108680,,,,15108680,0,15108680,15108680,,15108680,,,,15108680,0,15108680
2014,230764,University of Utah,UT,1,,1,NCAA,9333,7579,16912,7,Football,125,,,,125,0,35887,4485879,0,0,4485879,,,,,,42931079,,42931079,,,,42931079,0,42931079,19553655,,19553655,,,,19553655,0,19553655
