Survey Year,UNITID,Institution Name,State CD,Classification Name,Classification Other,Sanction Code,Sanction Name,Male Undergraduates,Female Undergraduates,Total Undergraduates,Sport Code,Sport Name,# Participants Men's Team,# Participants Women's Team,# Participants Men Coed Team,# Participants Women Coed Team,Total # Participants Men's Team/Men Coed Team,Total # Participants Women's Team/Women Coed Team,Operating Expenses per Participant/Men's Team,Operating Expenses per Team/Men's Team,Operating Expenses per Participant/Women's Team,Operating Expenses per Team/Women's Team,Total Operating Expenses Men's Team and Women's Team,Operating Expenses per Participant/Men Coed Team,Operating Expenses per Team/Men Coed Team,Operating Expenses per Participant/Women Coed Team,Operating Expenses per Team/Women Coed Team,Total Operating Expenses Men Coed Team/Women Coed Team,Revenues Men's Team,Revenues Women's Team,Total Revenues For Men's Team and Women's Team,Revenues Men Coed Team,Revenues Women Coed Team,Total Revenues Men Coed Team/Women Coed Team,Total Revenues Men's Team and Men Coed Team,Total Revenues Women's Team and Women Coed Team,Total Revenues Men's Team/Women's Team and Coed Team,Expenses Men's Team,Expenses Women's Team,Total Expenses Men's Team and Women's Team,Expenses Men Coed Team,Expenses Women Coed Team,Total Expenses Men Coed Team and Women Coed Team,Total Expenses Men's Team and Men Coed Team,Total Expenses Women's Team and  Women Coed Team,Total Expenses Men's Team/Women's Team and Coed Team
2011,169248,Central Michigan University,MI,1,,1,NCAA,8495,10304,18799,7,Football,110,,,,110,0,6959,765439,0,0,765439,,,,,,4388863,,4388863,,,,4388863,0,4388863,5656136,,5656136,,,,5656136,0,5656136
2011,217882,Clemson University,SC,1,,1,NCAA,7917,6860,14777,7,Football,115,,,,115,0,55716,6407310,0,0,6407310,,,,,,39207780,,39207780,,,,39207780,0,39207780,23652472,,23652472,,,,23652472,0,23652472
2011,126818,Colorado State University-Fort Collins,CO,1,,1,NCAA,9508,10459,19967,7,Football,115,,,,115,0,16174,1859959,0,0,1859959,,,,,,8902908,,8902908,,,,8902908,0,8902908,8902908,,8902908,,,,8902908,0,8902908
2011,198419,Duke University,NC,1,,1,NCAA,3270,3256,6526,7,Football,114,,,,114,0,12684,1446005,0,0,1446005,,,,,,25373767,,25373767,,,,25373767,0,25373767,20480154,,20480154,,,,20480154,0,20480154
2011,198464,East Carolina University,NC,1,,1,NCAA,7872,10549,18421,7,Football,121,,,,121,0,25644,3102914,0,0,3102914,,,,,,11969320,,11969320,,,,11969320,0,11969320,9211773,,9211773,,,,9211773,0,9211773
2011,169798,Eastern Michigan University,MI,1,,1,NCAA,5479,7295,12774,7,Football,104,,,,104,0,8373,870811,0,0,870811,,,,,,6461894,,6461894,,,,6461894,0,6461894,6421125,,6421125,,,,6421125,0,6421125
2011,133669,Florida Atlantic University,FL,1,,1,NCAA,6710,8319,15029,7,Football,149,,,,149,0,11335,1688961,0,0,1688961,,,,,,10291875,,10291875,,,,10291875,0,10291875,6886602,,6886602,,,,6886602,0,6886602
2011,133951,Florida International University,FL,1,,1,NCAA,10042,12822,22864,7,Football,98,,,,98,0,17691,1733766,0,0,1733766,,,,,,7965277,,7965277,,,,7965277,0,7965277,7867972,,7867972,,,,7867972,0,7867972
2011,134097,Florida State University,FL,1,,1,NCAA,12601,15991,28592,7,Football,117,,,,117,0,49927,5841454,0,0,5841454,,,,,,34484786,,34484786,,,,34484786,0,34484786,22052228,,22052228,,,,22052228,0,22052228
2011,139755,Georgia Institute of Technology-Main Campus,GA,1,,1,NCAA,8514,4103,12617,7,Football,118,,,,118,0,40195,4743048,0,0,4743048,,,,,,32104928,,32104928,,,,32104928,0,32104928,17513836,,17513836,,,,17513836,0,17513836
2011,139931,Georgia Southern University,GA,2,,1,NCAA,7870,7712,15582,7,Football,126,,,,126,0,3321,418406,0,0,418406,,,,,,3537338,,3537338,,,,3537338,0,3537338,3204295,,3204295,,,,3204295,0,3204295
2011,139940,Georgia State University,GA,2,,1,NCAA,7265,10167,17432,7,Football,127,,,,127,0,10406,1321546,0,0,1321546,,,,,,5230495,,5230495,,,,5230495,0,5230495,5230495,,5230495,,,,5230495,0,5230495
2011,151351,Indiana University-Bloomington,IN,1,,1,NCAA,15298,15712,31010,7,Football,106,,,,106,0,18188,1927922,0,0,1927922,,,,,,24858336,,24858336,,,,24858336,0,24858336,15995206,,15995206,,,,15995206,0,15995206
2011,153603,Iowa State University,IA,1,,1,NCAA,12829,10072,22901,7,Football,129,,,,129,0,31530,4067341,0,0,4067341,,,,,,29774752,,29774752,,,,29774752,0,29774752,14084668,,14084668,,,,14084668,0,14084668
2011,155399,Kansas State University,KS,1,,1,NCAA,9075,8111,17186,7,Football,126,,,,126,0,16629,2095270,0,0,2095270,,,,,,26242319,,26242319,,,,26242319,0,26242319,13283539,,13283539,,,,13283539,0,13283539
2011,203517,Kent State University at Kent,OH,1,,1,NCAA,7436,10427,17863,7,Football,120,,,,120,0,6351,762134,0,0,762134,,,,,,5288232,,5288232,,,,5288232,0,5288232,5288232,,5288232,,,,5288232,0,5288232
2011,159391,Louisiana State University and Agricultural & Mechanical College,LA,1,,1,NCAA,10819,11303,22122,7,Football,132,,,,132,0,23071,3045306,0,0,3045306,,,,,,68804309,,68804309,,,,68804309,0,68804309,24049282,,24049282,,,,24049282,0,24049282
2011,159647,Louisiana Tech University,LA,1,,1,NCAA,3621,2892,6513,7,Football,100,,,,100,0,14744,1474388,0,0,1474388,,,,,,6142661,,6142661,,,,6142661,0,6142661,6079541,,6079541,,,,6079541,0,6079541
2011,237525,Marshall University,WV,1,,1,NCAA,3795,4782,8577,7,Football,105,,,,105,0,15926,1672237,0,0,1672237,,,,,,8961669,,8961669,,,,8961669,0,8961669,7133258,,7133258,,,,7133258,0,7133258
2011,204024,Miami University-Oxford,OH,1,,1,NCAA,6915,7567,14482,7,Football,114,,,,114,0,5659,645180,0,0,645180,,,,,,6388432,,6388432,,,,6388432,0,6388432,6388432,,6388432,,,,6388432,0,6388432
2011,171100,Michigan State University,MI,1,,1,NCAA,16036,16980,33016,7,Football,116,,,,116,0,40175,4660289,0,0,4660289,,,,,,49754373,,49754373,,,,49754373,0,49754373,19079552,,19079552,,,,19079552,0,19079552
2011,220978,Middle Tennessee State University,TN,1,,1,NCAA,9260,10111,19371,7,Football,135,,,,135,0,11573,1562317,0,0,1562317,,,,,,7629932,,7629932,,,,7629932,0,7629932,7629932,,7629932,,,,7629932,0,7629932
2011,176080,Mississippi State University,MS,1,,1,NCAA,7799,7150,14949,7,Football,125,,,,125,0,18811,2351427,0,0,2351427,,,,,,25339143,,25339143,,,,25339143,0,25339143,13399021,,13399021,,,,13399021,0,13399021
2011,188030,New Mexico State University-Main Campus,NM,1,,1,NCAA,5279,5837,11116,7,Football,99,,,,99,0,21607,2139113,0,0,2139113,,,,,,6159515,,6159515,,,,6159515,0,6159515,6159515,,6159515,,,,6159515,0,6159515
2011,199157,North Carolina Central University,NC,2,,1,NCAA,1774,3438,5212,7,Football,87,,,,87,0,2984,259594,0,0,259594,,,,,,2585474,,2585474,,,,2585474,0,2585474,2585474,,2585474,,,,2585474,0,2585474
2011,199193,North Carolina State University at Raleigh,NC,1,,1,NCAA,12290,9638,21928,7,Football,115,,,,115,0,13842,1591854,0,0,1591854,,,,,,25482653,,25482653,,,,25482653,0,25482653,12942867,,12942867,,,,12942867,0,12942867
2011,147703,Northern Illinois University,IL,1,,1,NCAA,7637,7585,15222,7,Football,111,,,,111,0,12876,1429286,0,0,1429286,,,,,,7150133,,7150133,,,,7150133,0,7150133,7150133,,7150133,,,,7150133,0,7150133
2011,147767,Northwestern University,IL,1,,1,NCAA,4071,4318,8389,7,Football,107,,,,107,0,30847,3300634,0,0,3300634,,,,,,27547684,,27547684,,,,27547684,0,27547684,20148403,,20148403,,,,20148403,0,20148403
2011,204796,Ohio State University-Main Campus,OH,1,,1,NCAA,20498,18555,39053,7,Football,104,,,,104,0,109411,11378792,0,0,11378792,,,,,,58112270,,58112270,,,,58112270,0,58112270,34026871,,34026871,,,,34026871,0,34026871
2011,204857,Ohio University-Main Campus,OH,1,,1,NCAA,8167,8945,17112,7,Football,124,,,,124,0,13375,1658492,0,0,1658492,,,,,,8707617,,8707617,,,,8707617,0,8707617,7868104,,7868104,,,,7868104,0,7868104
2011,207388,Oklahoma State University-Main Campus,OK,1,,1,NCAA,8398,7944,16342,7,Football,135,,,,135,0,21199,2861851,0,0,2861851,,,,,,41138312,,41138312,,,,41138312,0,41138312,26238172,,26238172,,,,26238172,0,26238172
2011,232982,Old Dominion University,VA,2,,1,NCAA,6936,7655,14591,7,Football,98,,,,98,0,12159,1191572,0,0,1191572,,,,,,5936486,,5936486,,,,5936486,0,5936486,5936486,,5936486,,,,5936486,0,5936486
2011,209542,Oregon State University,OR,1,,1,NCAA,9052,7828,16880,7,Football,105,,,,105,0,13764,1445179,0,0,1445179,,,,,,20666946,,20666946,,,,20666946,0,20666946,11903213,,11903213,,,,11903213,0,11903213
2011,214777,Pennsylvania State University-Main Campus,PA,1,,1,NCAA,20168,17192,37360,7,Football,124,,,,124,0,23632,2930359,0,0,2930359,,,,,,66210503,,66210503,,,,66210503,0,66210503,30206692,,30206692,,,,30206692,0,30206692
2011,243780,Purdue University-Main Campus,IN,1,,1,NCAA,17468,12511,29979,7,Football,107,,,,107,0,35040,3749259,0,0,3749259,,,,,,19214254,,19214254,,,,19214254,0,19214254,13877977,,13877977,,,,13877977,0,13877977
2011,227757,Rice University,TX,1,,1,NCAA,1900,1774,3674,7,Football,106,,,,106,0,10977,1163568,0,0,1163568,,,,,,11144518,,11144518,,,,11144518,0,11144518,11144518,,11144518,,,,11144518,0,11144518
2011,186380,Rutgers University-New Brunswick,NJ,1,,1,NCAA,15278,14384,29662,7,Football,117,,,,117,0,62767,7343768,0,0,7343768,,,,,,21314486,,21314486,,,,21314486,0,21314486,21314486,,21314486,,,,21314486,0,21314486
2011,122409,San Diego State University,CA,1,,1,NCAA,9759,12454,22213,7,Football,127,,,,127,0,22533,2861661,0,0,2861661,,,,,,12198284,,12198284,,,,12198284,0,12198284,11748674,,11748674,,,,11748674,0,11748674
2011,122755,San Jose State University,CA,1,,1,NCAA,9770,10149,19919,7,Football,109,,,,109,0,12318,1342620,0,0,1342620,,,,,,5770987,,5770987,,,,5770987,0,5770987,5770987,,5770987,,,,5770987,0,5770987
2011,228246,Southern Methodist University,TX,1,,1,NCAA,2866,3096,5962,7,Football,131,,,,131,0,14359,1881008,0,0,1881008,,,,,,13163599,,13163599,,,,13163599,0,13163599,13163600,,13163600,,,,13163600,0,13163600
2011,243744,Stanford University,CA,1,,1,NCAA,3549,3305,6854,7,Football,116,,,,116,0,37011,4293304,0,0,4293304,,,,,,25564646,,25564646,,,,25564646,0,25564646,18738731,,18738731,,,,18738731,0,18738731
2011,196413,Syracuse University,NY,1,,1,NCAA,6009,7667,13676,7,Football,110,,,,110,0,19179,2109695,0,0,2109695,,,,,,28688904,,28688904,,,,28688904,0,28688904,21731165,,21731165,,,,21731165,0,21731165
2011,216339,Temple University,PA,1,,1,NCAA,11795,12633,24428,7,Football,111,,,,111,0,25476,2827795,0,0,2827795,,,,,,16961995,,16961995,,,,16961995,0,16961995,16961995,,16961995,,,,16961995,0,16961995
2011,228723,Texas A & M University-College Station,TX,1,,1,NCAA,19006,17412,36418,7,Football,122,,,,122,0,22235,2712619,0,0,2712619,,,,,,44420762,,44420762,,,,44420762,0,44420762,17929882,,17929882,,,,17929882,0,17929882
2011,228875,Texas Christian University,TX,1,,1,NCAA,3174,4681,7855,7,Football,140,,,,140,0,24836,3477082,0,0,3477082,,,,,,25984011,,25984011,,,,25984011,0,25984011,25984011,,25984011,,,,25984011,0,25984011
2011,228459,Texas State University-San Marcos,TX,2,,1,NCAA,10501,13221,23722,7,Football,120,,,,120,0,8538,1024550,0,0,1024550,,,,,,4400906,,4400906,,,,4400906,0,4400906,4400906,,4400906,,,,4400906,0,4400906
2011,229115,Texas Tech University,TX,1,,1,NCAA,12941,10482,23423,7,Football,128,,,,128,0,24551,3142580,0,0,3142580,,,,,,33510844,,33510844,,,,33510844,0,33510844,16202114,,16202114,,,,16202114,0,16202114
2011,100751,The University of Alabama,AL,1,,1,NCAA,11048,12544,23592,7,Football,138,,,,138,0,40411,5576707,0,0,5576707,,,,,,81993762,,81993762,,,,81993762,0,81993762,36918963,,36918963,,,,36918963,0,36918963
2011,221759,The University of Tennessee,TN,1,,1,NCAA,10188,9650,19838,7,Football,121,,,,121,0,19778,2393170,0,0,2393170,,,,,,52590771,,52590771,,,,52590771,0,52590771,19786617,,19786617,,,,19786617,0,19786617
2011,228778,The University of Texas at Austin,TX,1,,1,NCAA,17038,18282,35320,7,Football,121,,,,121,0,42010,5083207,0,0,5083207,,,,,,103813684,,103813684,,,,103813684,0,103813684,25896203,,25896203,,,,25896203,0,25896203
2011,228796,The University of Texas at El Paso,TX,1,,1,NCAA,5991,6723,12714,7,Football,105,,,,105,0,16389,1720861,0,0,1720861,,,,,,9838708,,9838708,,,,9838708,0,9838708,7466686,,7466686,,,,7466686,0,7466686
2011,229027,The University of Texas at San Antonio,TX,2,,1,NCAA,11082,10091,21173,7,Football,98,,,,98,0,14324,1403795,0,0,1403795,,,,,,5140135,,5140135,,,,5140135,0,5140135,5140135,,5140135,,,,5140135,0,5140135
2011,102368,Troy University,AL,1,,1,NCAA,4031,6814,10845,7,Football,128,,,,128,0,5331,682342,0,0,682342,,,,,,4872051,,4872051,,,,4872051,0,4872051,3963058,,3963058,,,,3963058,0,3963058
2011,160755,Tulane University of Louisiana,LA,1,,1,NCAA,2761,3642,6403,7,Football,99,,,,99,0,8135,805382,0,0,805382,,,,,,8993439,,8993439,,,,8993439,0,8993439,8993439,,8993439,,,,8993439,0,8993439
2011,196088,University at Buffalo,NY,1,,1,NCAA,9560,7947,17507,7,Football,104,,,,104,0,13446,1398342,0,0,1398342,,,,,,6005677,,6005677,,,,6005677,0,6005677,6005677,,6005677,,,,6005677,0,6005677
2011,200800,University of Akron Main Campus,OH,1,,1,NCAA,9213,8184,17397,7,Football,132,,,,132,0,5385,710827,0,0,710827,,,,,,5918151,,5918151,,,,5918151,0,5918151,5918151,,5918151,,,,5918151,0,5918151
2011,100663,University of Alabama at Birmingham,AL,1,,1,NCAA,3444,4655,8099,7,Football,118,,,,118,0,7713,910076,0,0,910076,,,,,,7354593,,7354593,,,,7354593,0,7354593,7337254,,7337254,,,,7337254,0,7337254
2011,104179,University of Arizona,AZ,1,,1,NCAA,12838,14396,27234,7,Football,106,,,,106,0,34249,3630367,0,0,3630367,,,,,,24445690,,24445690,,,,24445690,0,24445690,23643038,,23643038,,,,23643038,0,23643038
2011,106397,University of Arkansas,AR,1,,1,NCAA,8326,8151,16477,7,Football,115,,,,115,0,50704,5830926,0,0,5830926,,,,,,64193826,,64193826,,,,64193826,0,64193826,24325173,,24325173,,,,24325173,0,24325173
2011,110635,University of California-Berkeley,CA,1,,1,NCAA,11834,13304,25138,7,Football,117,,,,117,0,27017,3161013,0,0,3161013,,,,,,26072231,,26072231,,,,26072231,0,26072231,19232057,,19232057,,,,19232057,0,19232057
2011,110662,University of California-Los Angeles,CA,1,,1,NCAA,11935,14541,26476,7,Football,108,,,,108,0,34103,3683121,0,0,3683121,,,,,,25168004,,25168004,,,,25168004,0,25168004,19193346,,19193346,,,,19193346,0,19193346
2011,132903,University of Central Florida,FL,1,,1,NCAA,17011,20216,37227,7,Football,118,,,,118,0,11487,1355502,0,0,1355502,,,,,,12211638,,12211638,,,,12211638,0,12211638,13636867,,13636867,,,,13636867,0,13636867
2011,201885,University of Cincinnati-Main Campus,OH,1,,1,NCAA,10129,9191,19320,7,Football,105,,,,105,0,24994,2624351,0,0,2624351,,,,,,15322430,,15322430,,,,15322430,0,15322430,12594857,,12594857,,,,12594857,0,12594857
2011,126614,University of Colorado Boulder,CO,1,,1,NCAA,12775,11262,24037,7,Football,114,,,,114,0,33114,3775023,0,0,3775023,,,,,,24231347,,24231347,,,,24231347,0,24231347,14225803,,14225803,,,,14225803,0,14225803
2011,129020,University of Connecticut,CT,1,,1,NCAA,8538,8377,16915,7,Football,105,,,,105,0,38507,4043276,0,0,4043276,,,,,,12910583,,12910583,,,,12910583,0,12910583,14445521,,14445521,,,,14445521,0,14445521
2011,134130,University of Florida,FL,1,,1,NCAA,13246,16824,30070,7,Football,125,,,,125,0,52395,6549430,0,0,6549430,,,,,,74117435,,74117435,,,,74117435,0,74117435,23045846,,23045846,,,,23045846,0,23045846
2011,139959,University of Georgia,GA,1,,1,NCAA,10302,14305,24607,7,Football,118,,,,118,0,50788,5992981,0,0,5992981,,,,,,74989418,,74989418,,,,74989418,0,74989418,22710140,,22710140,,,,22710140,0,22710140
2011,141574,University of Hawaii at Manoa,HI,1,,1,NCAA,5331,6104,11435,7,Football,119,,,,119,0,20022,2382572,0,0,2382572,,,,,,7149661,,7149661,,,,7149661,0,7149661,10585001,,10585001,,,,10585001,0,10585001
2011,225511,University of Houston,TX,1,,1,NCAA,11385,11467,22852,7,Football,141,,,,141,0,7453,1050882,0,0,1050882,,,,,,8250249,,8250249,,,,8250249,0,8250249,8250249,,8250249,,,,8250249,0,8250249
2011,142285,University of Idaho,ID,1,,1,NCAA,4618,4001,8619,7,Football,108,,,,108,0,11116,1200499,0,0,1200499,,,,,,7482169,,7482169,,,,7482169,0,7482169,5787302,,5787302,,,,5787302,0,5787302
2011,145637,University of Illinois at Urbana-Champaign,IL,1,,1,NCAA,16863,14067,30930,7,Football,105,,,,105,0,16860,1770290,0,0,1770290,,,,,,30545255,,30545255,,,,30545255,0,30545255,16109633,,16109633,,,,16109633,0,16109633
2011,153658,University of Iowa,IA,1,,1,NCAA,9282,9876,19158,7,Football,121,,,,121,0,34860,4218074,0,0,4218074,,,,,,50460344,,50460344,,,,50460344,0,50460344,21607187,,21607187,,,,21607187,0,21607187
2011,155317,University of Kansas,KS,1,,1,NCAA,8806,8686,17492,7,Football,127,,,,127,0,16004,2032546,0,0,2032546,,,,,,15343186,,15343186,,,,15343186,0,15343186,20625241,,20625241,,,,20625241,0,20625241
2011,157085,University of Kentucky,KY,1,,1,NCAA,9290,9093,18383,7,Football,120,,,,120,0,14908,1789009,0,0,1789009,,,,,,32997939,,32997939,,,,32997939,0,32997939,13368099,,13368099,,,,13368099,0,13368099
2011,160658,University of Louisiana at Lafayette,LA,1,,1,NCAA,5775,7219,12994,7,Football,124,,,,124,0,14966,1855822,0,0,1855822,,,,,,5892869,,5892869,,,,5892869,0,5892869,5892869,,5892869,,,,5892869,0,5892869
2011,159993,University of Louisiana-Monroe,LA,1,,1,NCAA,1807,3142,4949,7,Football,104,,,,104,0,5943,618030,0,0,618030,,,,,,3588964,,3588964,,,,3588964,0,3588964,3588964,,3588964,,,,3588964,0,3588964
2011,157289,University of Louisville,KY,1,,1,NCAA,5773,6265,12038,7,Football,117,,,,117,0,32820,3839959,0,0,3839959,,,,,,23756955,,23756955,,,,23756955,0,23756955,18769539,,18769539,,,,18769539,0,18769539
2011,163286,University of Maryland-College Park,MD,1,,1,NCAA,12973,11617,24590,7,Football,107,,,,107,0,12106,1295329,0,0,1295329,,,,,,19457684,,19457684,,,,19457684,0,19457684,13765146,,13765146,,,,13765146,0,13765146
2011,166629,University of Massachusetts Amherst,MA,1,,1,NCAA,10285,9824,20109,7,Football,100,,,,100,0,9539,953902,0,0,953902,,,,,,5983990,,5983990,,,,5983990,0,5983990,5983990,,5983990,,,,5983990,0,5983990
2011,220862,University of Memphis,TN,1,,1,NCAA,5181,7915,13096,7,Football,104,,,,104,0,23123,2404817,0,0,2404817,,,,,,12983962,,12983962,,,,12983962,0,12983962,12983962,,12983962,,,,12983962,0,12983962
2011,135726,University of Miami,FL,1,,1,NCAA,4759,4873,9632,7,Football,108,,,,108,0,39230,4236807,0,0,4236807,,,,,,29278750,,29278750,,,,29278750,0,29278750,22331630,,22331630,,,,22331630,0,22331630
2011,170976,University of Michigan-Ann Arbor,MI,1,,1,NCAA,13441,13019,26460,7,Football,114,,,,114,0,46082,5253394,0,0,5253394,,,,,,85209247,,85209247,,,,85209247,0,85209247,23640337,,23640337,,,,23640337,0,23640337
2011,174066,University of Minnesota-Twin Cities,MN,1,,1,NCAA,13697,14530,28227,7,Football,119,,,,119,0,26486,3151828,0,0,3151828,,,,,,32956474,,32956474,,,,32956474,0,32956474,16177355,,16177355,,,,16177355,0,16177355
2011,176017,University of Mississippi,MS,1,,1,NCAA,6418,7653,14071,7,Football,120,,,,120,0,12579,1509510,0,0,1509510,,,,,,26890956,,26890956,,,,26890956,0,26890956,10588595,,10588595,,,,10588595,0,10588595
2011,178396,University of Missouri-Columbia,MO,1,,1,NCAA,11617,12681,24298,7,Football,133,,,,133,0,25261,3359647,0,0,3359647,,,,,,15298186,,15298186,,,,15298186,0,15298186,15298186,,15298186,,,,15298186,0,15298186
2011,181464,University of Nebraska-Lincoln,NE,1,,1,NCAA,9677,8362,18039,7,Football,150,,,,150,0,25557,3833501,0,0,3833501,,,,,,55063437,,55063437,,,,55063437,0,55063437,18649947,,18649947,,,,18649947,0,18649947
2011,182281,University of Nevada-Las Vegas,NV,1,,1,NCAA,7226,8762,15988,7,Football,104,,,,104,0,15309,1592099,0,0,1592099,,,,,,6947976,,6947976,,,,6947976,0,6947976,6947976,,6947976,,,,6947976,0,6947976
2011,182290,University of Nevada-Reno,NV,1,,1,NCAA,5652,6328,11980,7,Football,108,,,,108,0,13667,1476071,0,0,1476071,,,,,,4720882,,4720882,,,,4720882,0,4720882,5048106,,5048106,,,,5048106,0,5048106
2011,187985,University of New Mexico-Main Campus,NM,1,,1,NCAA,7541,9181,16722,7,Football,115,,,,115,0,14561,1674525,0,0,1674525,,,,,,8101517,,8101517,,,,8101517,0,8101517,8101517,,8101517,,,,8101517,0,8101517
2011,199120,University of North Carolina at Chapel Hill,NC,1,,1,NCAA,7212,10174,17386,7,Football,112,,,,112,0,26625,2982052,0,0,2982052,,,,,,27626613,,27626613,,,,27626613,0,27626613,16688376,,16688376,,,,16688376,0,16688376
2011,227216,University of North Texas,TX,1,,1,NCAA,10675,12141,22816,7,Football,106,,,,106,0,15362,1628411,0,0,1628411,,,,,,7734550,,7734550,,,,7734550,0,7734550,6085738,,6085738,,,,6085738,0,6085738
2011,152080,University of Notre Dame,IN,1,,1,NCAA,4525,3897,8422,7,Football,109,,,,109,0,44623,4863876,0,0,4863876,,,,,,68986659,,68986659,,,,68986659,0,68986659,25757968,,25757968,,,,25757968,0,25757968
2011,207500,University of Oklahoma Norman Campus,OK,1,,1,NCAA,8711,8937,17648,7,Football,115,,,,115,0,51733,5949270,0,0,5949270,,,,,,59630425,,59630425,,,,59630425,0,59630425,24097643,,24097643,,,,24097643,0,24097643
2011,209551,University of Oregon,OR,1,,1,NCAA,9072,9638,18710,7,Football,109,,,,109,0,31937,3481174,0,0,3481174,,,,,,51921731,,51921731,,,,51921731,0,51921731,20240213,,20240213,,,,20240213,0,20240213
2011,215293,University of Pittsburgh-Pittsburgh Campus,PA,1,,1,NCAA,8552,8602,17154,7,Football,113,,,,113,0,39136,4422393,0,0,4422393,,,,,,22041631,,22041631,,,,22041631,0,22041631,19822780,,19822780,,,,19822780,0,19822780
2011,102094,University of South Alabama,AL,1,,1,NCAA,3896,4771,8667,7,Football,128,,,,128,0,4838,619220,0,0,619220,,,,,,6902289,,6902289,,,,6902289,0,6902289,6902289,,6902289,,,,6902289,0,6902289
2011,218663,University of South Carolina-Columbia,SC,1,,1,NCAA,9389,11200,20589,7,Football,113,,,,113,0,19211,2170896,0,0,2170896,,,,,,48065096,,48065096,,,,48065096,0,48065096,22063216,,22063216,,,,22063216,0,22063216
2011,137351,University of South Florida-Main Campus,FL,1,,1,NCAA,9885,12909,22794,7,Football,115,,,,115,0,24599,2828910,0,0,2828910,,,,,,16832236,,16832236,,,,16832236,0,16832236,12609350,,12609350,,,,12609350,0,12609350
2011,123961,University of Southern California,CA,1,,1,NCAA,8145,8472,16617,7,Football,108,,,,108,0,67942,7337780,0,0,7337780,,,,,,34410822,,34410822,,,,34410822,0,34410822,23123733,,23123733,,,,23123733,0,23123733
2011,176372,University of Southern Mississippi,MS,1,,1,NCAA,4268,7028,11296,7,Football,118,,,,118,0,13658,1611683,0,0,1611683,,,,,,7357252,,7357252,,,,7357252,0,7357252,7357252,,7357252,,,,7357252,0,7357252
2011,206084,University of Toledo,OH,1,,1,NCAA,7316,7104,14420,7,Football,111,,,,111,0,12780,1418526,0,0,1418526,,,,,,6372181,,6372181,,,,6372181,0,6372181,6372181,,6372181,,,,6372181,0,6372181
2011,207971,University of Tulsa,OK,1,,1,NCAA,1572,1279,2851,7,Football,129,,,,129,0,13208,1703789,0,0,1703789,,,,,,7945618,,7945618,,,,7945618,0,7945618,9835357,,9835357,,,,9835357,0,9835357
2011,230764,University of Utah,UT,1,,1,NCAA,9362,7484,16846,7,Football,123,,,,123,0,35495,4365839,0,0,4365839,,,,,,20759062,,20759062,,,,20759062,0,20759062,14835266,,14835266,,,,14835266,0,14835266
2011,234076,University of Virginia-Main Campus,VA,1,,1,NCAA,6294,7787,14081,7,Football,128,,,,128,0,31940,4088331,0,0,4088331,,,,,,24074798,,24074798,,,,24074798,0,24074798,17319042,,17319042,,,,17319042,0,17319042
2011,236948,University of Washington-Seattle Campus,WA,1,,1,NCAA,12275,13535,25810,7,Football,107,,,,107,0,65843,7045245,0,0,7045245,,,,,,53092369,,53092369,,,,53092369,0,53092369,25368852,,25368852,,,,25368852,0,25368852
2011,240444,University of Wisconsin-Madison,WI,1,,1,NCAA,13282,14193,27475,7,Football,120,,,,120,0,39422,4730640,0,0,4730640,,,,,,48416449,,48416449,,,,48416449,0,48416449,24231297,,24231297,,,,24231297,0,24231297
2011,240727,University of Wyoming,WY,1,,1,NCAA,4241,4105,8346,7,Football,102,,,,102,0,12008,1224768,0,0,1224768,,,,,,7209442,,7209442,,,,7209442,0,7209442,7209442,,7209442,,,,7209442,0,7209442
2011,230728,Utah State University,UT,1,,1,NCAA,6844,7481,14325,7,Football,110,,,,110,0,12470,1371686,0,0,1371686,,,,,,5881832,,5881832,,,,5881832,0,5881832,5881831,,5881831,,,,5881831,0,5881831
2011,221999,Vanderbilt University,TN,1,,1,NCAA,3366,3360,6726,7,Football,112,,,,112,0,24371,2729597,0,0,2729597,,,,,,21282267,,21282267,,,,21282267,0,21282267,18524921,,18524921,,,,18524921,0,18524921
2011,233921,Virginia Polytechnic Institute and State University,VA,1,,1,NCAA,13442,9656,23098,7,Football,137,,,,137,0,28071,3845790,0,0,3845790,,,,,,32989216,,32989216,,,,32989216,0,32989216,20007783,,20007783,,,,20007783,0,20007783
2011,199847,Wake Forest University,NC,1,,1,NCAA,2261,2459,4720,7,Football,106,,,,106,0,23452,2485896,0,0,2485896,,,,,,17664266,,17664266,,,,17664266,0,17664266,14648169,,14648169,,,,14648169,0,14648169
2011,236939,Washington State University,WA,1,,1,NCAA,9943,9763,19706,7,Football,136,,,,136,0,18807,2557716,0,0,2557716,,,,,,17962415,,17962415,,,,17962415,0,17962415,12720020,,12720020,,,,12720020,0,12720020
2011,238032,West Virginia University,WV,1,,1,NCAA,11741,9398,21139,7,Football,125,,,,125,0,24098,3012228,0,0,3012228,,,,,,24457152,,24457152,,,,24457152,0,24457152,14119298,,14119298,,,,14119298,0,14119298
2011,157951,Western Kentucky University,KY,1,,1,NCAA,5990,7805,13795,7,Football,115,,,,115,0,6900,793552,0,0,793552,,,,,,5883389,,5883389,,,,5883389,0,5883389,5883389,,5883389,,,,5883389,0,5883389
2011,172699,Western Michigan University,MI,1,,1,NCAA,8544,8406,16950,7,Football,106,,,,106,0,8962,949924,0,0,949924,,,,,,7047450,,7047450,,,,7047450,0,7047450,6047695,,6047695,,,,6047695,0,6047695
